Row,name,obsid,ra,dec,start_time,processing_date,xrt_exposure,uvot_exposure,bat_exposure,archive_date,_offset,"""dec2"""
501,M31N2008/08b,31255008,00 42 50.24,41 16 37.5,2008-10-14T17:45:01,2015-11-24T00:00:00,2083.537,2042.602,2151,25/10/2008,1.2058,+41 16 37.5
502,M31,13977001,00 42 42.85,41 16 38.5,2021-01-20T01:30:45,2021-01-30T00:00:00,1906.097,1904.922,1919,31/01/2021,0.572,+41 16 38.5
503,M31center,31283025,00 42 39.6,41 16 38.8,2015-01-01T19:11:59,2015-01-11T00:00:00,1632.258,1631.151,1641,12/01/2015,1.1133,+41 16 38.8
504,M31_1,35336058,00 42 30.26,41 16 40.3,2012-07-09T15:56:59,2017-05-02T00:00:00,1949.134,1947.63,0,20/07/2012,2.6998,+41 16 40.3
505,M31N2008/08b,31255015,00 42 54.34,41 16 40.5,2010-06-15T10:34:00,2016-07-16T00:00:00,2361.756,2361.486,2449,26/06/2010,1.95,+41 16 40.5
506,M31,10686034,00 41 36.52,41 16 40.7,2023-02-17T07:39:34,2023-02-27T00:00:00,1877.952,1328.352,1898,28/02/2023,12.7559,+41 16 40.7
507,M31Center,32702003,00 43 03.73,41 16 40.8,2013-02-10T21:35:58,2017-11-03T00:00:00,2299.111,2295.211,2310,21/02/2013,3.6813,+41 16 40.8
508,M31Center,32702027,00 43 06.42,41 16 41.0,2013-03-06T00:03:59,2017-11-04T00:00:00,2424.556,2421.262,2435,17/03/2013,4.1819,+41 16 41.0
509,M31center,31283024,00 42 30.2,41 16 43.1,2014-12-24T10:00:59,2018-03-19T00:00:00,4207.835,4205.12,4226,04/01/2015,2.7534,+41 16 43.1
510,M31_1,35336168,00 42 40.93,41 16 43.2,2017-01-08T13:37:57,2017-01-18T00:00:00,1106.679,1103.16,1118,19/01/2017,0.8636,+41 16 43.2
511,M31_1,35336192,00 42 34.83,41 16 45.2,2017-12-18T11:43:57,2017-12-28T00:00:00,1850.407,1847.01,1870,29/12/2017,1.8899,+41 16 45.2
512,M31_1,35336122,00 42 42.37,41 16 46.1,2015-05-27T14:37:58,2015-06-06T00:00:00,1814.79,1943.394,1958,07/06/2015,0.7269,+41 16 46.1
513,M31_1,35336169,00 42 41.5,41 16 46.1,2017-01-15T12:44:57,2017-01-25T00:00:00,2968.641,2942.833,2987,26/01/2017,0.8801,+41 16 46.1
514,M31N2008/08b,31255010,00 42 48.61,41 16 46.5,2008-10-21T15:09:01,2015-11-24T00:00:00,5989.354,5940.897,6053,01/11/2008,1.0183,+41 16 46.5
515,M31center,31283027,00 42 35.6,41 16 47.2,2015-01-09T06:07:00,2015-01-19T00:00:00,3099.249,3095.959,3117,20/01/2015,1.8604,+41 16 47.2
516,M31Center,32702053,00 42 58.96,41 16 49.1,2014-02-19T00:16:59,2018-02-01T00:00:00,4030.833,4026.971,4055,02/03/2014,2.8258,+41 16 49.1
517,M31N2008/08b,31255003,00 42 51.87,41 16 50.1,2008-09-04T05:31:01,2015-10-19T00:00:00,2327.4,2245.419,2396,15/09/2008,1.5739,+41 16 50.1
518,M31center,31283044,00 42 30.22,41 16 50.4,2020-12-29T22:40:36,2021-01-08T00:00:00,441.279,441.383,448,09/01/2021,2.7441,+41 16 50.4
519,M31Center,32702004,00 43 06.35,41 16 51.3,2013-02-11T21:37:58,2017-11-03T00:00:00,2299.067,2295.299,2310,22/02/2013,4.1937,+41 16 51.3
520,M31N2008/08b,31255023,00 42 45.58,41 16 51.7,2020-02-04T09:02:34,2020-02-14T00:00:00,1715.002,1713.964,1732,15/02/2020,0.7538,+41 16 51.7
521,M31_1,35336052,00 42 54.83,41 16 52.0,2012-05-24T14:53:00,2017-04-24T00:00:00,4305.264,4297.41,4328,04/06/2012,2.0983,+41 16 52.0
522,M31_1,35336108,00 42 35.81,41 16 53.3,2013-06-20T07:12:59,2017-11-13T00:00:00,4051.783,3322.31,4072,01/07/2013,1.7692,+41 16 53.3
523,M31_1,35336085,00 42 36.45,41 16 53.5,2013-01-03T08:38:59,2017-11-02T00:00:00,2229.036,2226.123,0,14/01/2013,1.6622,+41 16 53.5
524,M31Center,32702025,00 43 10.49,41 16 54.1,2013-03-04T03:31:59,2017-11-04T00:00:00,2711.15,2707.589,2723,15/03/2013,4.9686,+41 16 54.1
525,M31Center,32702028,00 43 10.4,41 16 54.2,2013-03-07T00:16:59,2017-11-04T00:00:00,2550.657,2548.626,2563,18/03/2013,4.8869,+41 16 54.2
526,M31Center,32702002,00 43 06.53,41 16 54.6,2013-02-09T20:05:59,2017-11-03T00:00:00,2509.804,2508.003,2523,20/02/2013,4.2369,+41 16 54.6
527,M31N2008/08b,31255005,00 42 45.32,41 16 56.1,2008-09-11T11:23:01,2015-10-20T00:00:00,5837.195,5638.23,5977,22/09/2008,0.8116,+41 16 56.1
528,M31center,31283026,00 42 45.65,41 16 56.4,2015-01-06T11:01:59,2015-01-16T00:00:00,3112.509,3108.58,3130,17/01/2015,0.8319,+41 16 56.4
529,M31,13977007,00 42 46.0,41 16 57.3,2021-06-13T23:14:46,2021-06-23T00:00:00,1563.595,1559.768,1585,24/06/2021,0.8677,+41 16 57.3
530,M31_Field_J,88740001,00 41 27.35,41 16 57.7,2018-12-20T18:06:35,2018-12-30T00:00:00,2482.952,2481.447,2403,31/12/2018,14.4903,+41 16 57.7
531,M31_1,35336219,00 42 51.71,41 16 58.1,2018-07-20T14:17:57,2018-07-30T00:00:00,37.6,35.25,0,31/07/2018,1.6103,+41 16 58.1
532,M31N2009-10b,31518013,00 42 17.32,41 16 59.6,2009-12-22T00:53:59,2016-05-02T00:00:00,6378.608,6306.937,6480,02/01/2010,5.1487,+41 16 59.6
533,M31Center,32702001,00 43 00.81,41 17 00.2,2013-02-08T21:31:59,2017-11-03T00:00:00,2233.867,2230.404,2246,19/02/2013,3.2087,+41 17 00.2
534,M31Center,32702014,00 43 04.82,41 17 00.3,2013-02-21T07:33:59,2017-11-04T00:00:00,2411.566,2408.177,2431,04/03/2013,3.9407,+41 17 00.3
535,M31_1,35336194,00 42 35.37,41 17 00.6,2017-12-31T11:38:57,2018-01-10T00:00:00,1981.03,1981.16,1996,11/01/2018,1.8963,+41 17 00.6
536,M31Center,32702018,00 43 02.79,41 17 00.9,2013-02-25T15:42:59,2017-11-04T00:00:00,2314.233,2311.408,2327,08/03/2013,3.5733,+41 17 00.9
537,M31_1,35336211,00 42 48.57,41 17 01.4,2018-06-20T02:54:57,2018-06-30T00:00:00,1975.62,1946.802,1987,01/07/2018,1.1833,+41 17 01.4
538,M31NovaeField,31028008,00 42 57.77,41 17 02.9,2007-12-02T23:24:01,2015-08-04T00:00:00,1689.862,1679.189,1800,13/12/2007,2.6793,+41 17 02.9
539,M31_1,35336196,00 42 36.67,41 17 04.7,2018-01-28T15:49:57,2018-02-07T00:00:00,1975.749,1930.662,1999,08/02/2018,1.7203,+41 17 04.7
540,M31N2008/08b,31255011,00 42 39.96,41 17 05.4,2008-10-28T15:38:01,2015-11-25T00:00:00,4409.685,3264.763,4475,08/11/2008,1.2551,+41 17 05.4
541,M31_1,35336086,00 42 40.91,41 17 06.1,2013-01-07T08:47:59,2017-11-03T00:00:00,2143.742,2137.551,0,18/01/2013,1.1546,+41 17 06.1
542,M31Center,32702023,00 43 03.7,41 17 07.0,2013-03-02T00:12:59,2017-11-04T00:00:00,2821.073,2819.242,2834,13/03/2013,3.6484,+41 17 07.0
543,M31N2007-07c,30972004,00 43 22.77,41 17 07.7,2007-07-27T10:58:00,2015-07-17T00:00:00,1672.355,1670.053,1705,07/08/2007,7.2851,+41 17 07.7
544,M31N2008/08b,31255006,00 42 54.35,41 17 08.3,2008-09-25T12:14:00,2015-10-20T00:00:00,4675.53,4621.745,4418,06/10/2008,2.1259,+41 17 08.3
545,M31,10686017,00 41 28.67,41 17 08.4,2020-01-01T07:29:36,2020-01-11T00:00:00,1877.99,1876.589,1891,12/01/2020,14.2545,+41 17 08.4
546,M31N2008/08b,31255024,00 42 39.46,41 17 09.5,2020-02-09T11:34:35,2020-02-19T00:00:00,1785.193,1781.684,1797,20/02/2020,1.3679,+41 17 09.5
547,M31,10686018,00 41 28.90,41 17 09.6,2020-02-01T03:28:02,2020-02-11T00:00:00,157.952,156.656,110,12/02/2020,14.2116,+41 17 09.6
548,M31N2007-07c,30972005,00 43 23.5,41 17 11.0,2007-07-28T11:04:00,2015-07-17T00:00:00,1434.161,1428.918,1464,08/08/2007,7.3442,+41 17 11.0
549,M31_1,35336140,00 42 37.74,41 17 11.6,2015-12-31T23:58:58,2016-01-11T00:00:00,1632.24,1687.485,1703,11/01/2016,1.6264,+41 17 11.6
550,M31,13977004,00 42 34.15,41 17 11.8,2021-03-03T05:07:36,2021-03-13T00:00:00,1622.228,1621.431,1629,14/03/2021,2.186,+41 17 11.8
551,M31center,31283012,00 42 42.11,41 17 12.1,2014-10-25T17:57:59,2018-03-15T00:00:00,3923.645,3920.24,3943,05/11/2014,1.139,+41 17 12.1
552,M31,13977014,00 42 48.48,41 17 14.7,2021-09-01T00:05:34,2021-09-11T00:00:00,1964.173,1962.469,1984,12/09/2021,1.3463,+41 17 14.7
553,M31center,31283043,00 42 33.22,41 17 15.1,2020-12-23T04:07:35,2021-01-02T00:00:00,676.968,675.457,683,03/01/2021,2.366,+41 17 15.1
554,M31NovaeField,31028006,00 42 56.88,41 17 15.2,2007-11-30T00:40:01,2015-08-04T00:00:00,4678.866,4671.659,4794,11/12/2007,2.6031,+41 17 15.2
555,M31Center,32702056,00 43 01.21,41 17 17.0,2014-03-03T09:48:59,2018-02-01T00:00:00,3996.477,3991.402,4014,14/03/2014,3.3671,+41 17 17.0
556,M31NovaeField,31028012,00 43 04.24,41 17 17.1,2016-08-08T12:50:58,2016-08-18T00:00:00,3750.08,3844.09,3867,19/08/2016,3.9069,+41 17 17.1
557,M31center,31283023,00 42 27.37,41 17 17.4,2014-12-16T10:13:59,2018-03-19T00:00:00,4232.33,4227.903,4250,27/12/2014,3.3897,+41 17 17.4
558,M31_1,35336092,00 42 35.0,41 17 17.6,2013-01-31T11:40:30,2017-11-03T00:00:00,3707.863,3671.712,900,11/02/2013,2.099,+41 17 17.6
559,M31,13977003,00 42 40.6,41 17 18.1,2021-02-17T03:29:36,2021-02-27T00:00:00,2549.922,2546.155,2562,28/02/2021,1.4105,+41 17 18.1
560,M31N2007-07c,30972002,00 43 23.87,41 17 20.1,2007-07-25T12:26:01,2015-07-17T00:00:00,1552.003,1549.552,1584,05/08/2007,7.5199,+41 17 20.1
561,M31center,31283030,00 42 40.55,41 17 20.5,2015-02-02T05:42:59,2015-02-12T00:00:00,4151.369,4147.595,4170,13/02/2015,1.3947,+41 17 20.5
562,M31N2008/08b,31255001,00 42 55.51,41 17 21.2,2008-08-21T07:20:01,2015-10-19T00:00:00,6105.252,6047.144,6124,01/09/2008,2.4209,+41 17 21.2
563,M31NovaeField,31028003,00 43 00.52,41 17 21.3,2007-11-27T00:19:01,2015-08-04T00:00:00,15.796,12.39,1500,08/12/2007,3.2711,+41 17 21.3
564,M31Center,32702057,00 42 59.94,41 17 21.6,2014-03-07T01:59:59,2018-02-01T00:00:00,4097.817,4094.096,4115,18/03/2014,3.1712,+41 17 21.6
565,M31_1,35336094,00 42 38.91,41 17 23.7,2013-02-08T00:41:59,2017-11-03T00:00:00,3060.298,3044.645,345,19/02/2013,1.615,+41 17 23.7
566,M31,10686008,00 41 33.9,41 17 24.4,2019-02-01T04:30:35,2019-02-11T00:00:00,2123.683,2121.266,2136,12/02/2019,13.447,+41 17 24.4
567,M31Center,32702030,00 43 06.50,41 17 25.9,2013-03-09T06:31:59,2017-11-04T00:00:00,2331.865,2332.116,2347,20/03/2013,4.3558,+41 17 25.9
568,M31Center,32702022,00 43 02.68,41 17 26.6,2013-03-01T01:49:59,2017-11-04T00:00:00,2686.092,2682.059,2698,12/03/2013,3.6811,+41 17 26.6
569,M31_1,35336141,00 42 40.30,41 17 26.7,2016-01-16T03:43:58,2016-01-26T00:00:00,1803.918,1802.15,1817,27/01/2016,1.5079,+41 17 26.7
570,M31NovaeField,31028004,00 43 03.68,41 17 27.2,2007-11-27T00:21:01,2015-08-04T00:00:00,1932.846,1926.315,637,08/12/2007,3.8613,+41 17 27.2
571,M31Center,32702011,00 43 08.40,41 17 27.6,2013-02-18T10:40:00,2017-11-04T00:00:00,2405.319,2403.786,2419,01/03/2013,4.7068,+41 17 27.6
572,M31Center,32702021,00 43 03.24,41 17 28.0,2013-02-28T08:01:59,2017-11-04T00:00:00,2690.335,2688.921,2705,11/03/2013,3.7875,+41 17 28.0
573,M31N2009-10b,31518016,00 42 17.86,41 17 28.0,2016-08-22T14:48:42,2016-09-02T00:00:00,1995.813,1994.531,2001,02/09/2016,5.1506,+41 17 28.0
574,M31center,31283029,00 42 38.29,41 17 30.7,2015-01-25T07:24:58,2015-02-04T00:00:00,3946.479,3945.626,3969,05/02/2015,1.7792,+41 17 30.7
575,M31NovaeField,31028010,00 43 02.69,41 17 31.1,2016-07-31T00:34:58,2016-08-10T00:00:00,2990.977,2980.345,3032,11/08/2016,3.7093,+41 17 31.1
576,M31Center,32702020,00 43 03.88,41 17 31.5,2013-02-27T00:02:57,2017-11-04T00:00:00,1389.045,1388.559,1399,10/03/2013,3.9211,+41 17 31.5
577,M31,10686032,00 41 30.66,41 17 31.9,2023-01-06T04:43:36,2023-01-16T00:00:00,1689.928,1687.64,1695,17/01/2023,13.914,+41 17 31.9
578,M31,13977022,00 42 32.91,41 17 32.4,2021-12-22T00:55:35,2022-01-01T00:00:00,807.35,805.127,815,02/01/2022,2.5632,+41 17 32.4
579,M31Center,32702029,00 43 10.52,41 17 33.9,2013-03-08T03:17:59,2017-11-04T00:00:00,2523.706,2522.611,2700,19/03/2013,5.1184,+41 17 33.9
580,XMMU J004215.9+411925,30802001,00 42 17.33,41 17 34.2,2006-09-01T17:27:26,2015-04-10T00:00:00,5980.552,5945.166,6034,12/09/2006,5.2719,+41 17 34.2
581,M31center,31283036,00 42 39.37,41 17 34.6,2015-03-02T04:27:52,2015-03-12T00:00:00,438.771,438.592,446,13/03/2015,1.7118,+41 17 34.6
582,M31_Bulge,88208013,00 42 44.28,41 17 35.6,2019-06-25T03:32:35,2019-07-05T00:00:00,1647.293,1646.001,1653,06/07/2019,1.45,+41 17 35.6
583,M31Center,32702013,00 43 03.63,41 17 36.2,2013-02-20T01:09:59,2017-11-04T00:00:00,2513.931,2514.049,2529,03/03/2013,3.9057,+41 17 36.2
584,M31N2007-07c,30972003,00 43 22.45,41 17 37.3,2007-07-26T10:51:01,2015-07-17T00:00:00,1792.706,1790.643,1825,06/08/2007,7.3092,+41 17 37.3
585,M31_1,35336153,00 42 27.14,41 17 37.7,2016-07-19T20:41:58,2016-07-29T00:00:00,1882.697,615.306,1897,30/07/2016,3.5573,+41 17 37.7
586,M31,13977002,00 42 38.95,41 17 39.3,2021-02-03T04:40:36,2021-02-13T00:00:00,1718.048,1717.682,1736,14/02/2021,1.8203,+41 17 39.3
587,M31center,31283032,00 42 40.94,41 17 41.4,2015-02-14T11:24:59,2015-02-24T00:00:00,3798.006,3794.762,3817,25/02/2015,1.6734,+41 17 41.4
588,M31_1,35336107,00 42 49.34,41 17 41.4,2013-06-12T13:34:08,2017-11-11T00:00:00,3272.104,3265.733,3105,23/06/2013,1.8076,+41 17 41.4
589,M31N2009-10b,31518014,00 42 19.21,41 17 44.0,2010-01-27T01:02:00,2016-06-23T00:00:00,4653.655,4659.456,4775,07/02/2010,4.9829,+41 17 44.0
590,M31_Field_A,81679001,00 43 35.57,41 17 45.6,2015-07-26T00:09:58,2015-08-05T00:00:00,18740.36,18879.399,18968,06/08/2015,9.7568,+41 17 45.6
591,M31_1,35336197,00 42 42.78,41 17 45.8,2018-02-11T01:34:57,2018-02-21T00:00:00,2028.037,2025.213,2041,22/02/2018,1.6452,+41 17 45.8
592,M31_1,35336093,00 42 41.72,41 17 46.1,2013-02-04T02:07:59,2017-11-03T00:00:00,3017.978,3010.509,0,15/02/2013,1.698,+41 17 46.1
593,M31_Bulge,88208006,00 42 45.9,41 17 46.4,2019-02-03T18:36:35,2019-02-13T00:00:00,2166.311,0,2181,14/02/2019,1.6351,+41 17 46.4
594,M31N2008/08b,31255002,00 42 55.25,41 17 47.9,2008-08-28T16:14:01,2015-10-19T00:00:00,2467.41,2420.347,2553,08/09/2008,2.6333,+41 17 47.9
595,M31NovaeField,31028002,00 42 57.33,41 17 49.7,2007-11-24T05:00:00,2015-08-04T00:00:00,4572.364,4569.715,4349,05/12/2007,2.9648,+41 17 49.7
596,M31_1,35336135,00 42 48.90,41 17 51.3,2015-10-28T07:57:43,2015-11-07T00:00:00,92.76,91.662,99,08/11/2015,1.9131,+41 17 51.3
597,M31_1,35336106,00 42 34.97,41 17 53.3,2013-06-07T17:59:44,2017-11-11T00:00:00,3364.671,3361.642,3384,18/06/2013,2.4798,+41 17 53.3
598,M31_1,35336206,00 42 41.70,41 17 54.7,2018-06-14T00:18:57,2018-06-24T00:00:00,2060.99,2058.853,2074,25/06/2018,1.8372,+41 17 54.7
599,M31,10686033,00 41 33.93,41 17 57.1,2023-01-27T07:41:39,2023-02-06T00:00:00,2093.758,2090.308,2105,07/02/2023,13.3519,+41 17 57.1
600,M31_1,35336089,00 42 43.47,41 17 58.1,2013-01-19T07:50:59,2017-11-03T00:00:00,2164.772,2162.375,2177,30/01/2013,1.832,+41 17 58.1
601,M31_1,35336090,00 42 48.4,41 17 59.0,2013-01-23T09:46:59,2017-11-03T00:00:00,2114.181,2113.136,2128,03/02/2013,1.9655,+41 17 59.0
602,M31_Bulge,88208010,00 43 02.12,41 17 59.5,2019-05-28T06:06:34,2019-06-07T00:00:00,2101.048,2097.347,2113,08/06/2019,3.8145,+41 17 59.5
603,M31NovaeField,31028001,00 42 56.16,41 18 01.7,2007-11-24T04:55:01,2015-08-04T00:00:00,1082.011,963.042,1500,05/12/2007,2.9108,+41 18 01.7
604,M31_MOS001,80007004,00 43 14.13,41 18 02.2,2018-01-05T16:34:28,2018-01-15T00:00:00,1255.212,1251.795,1283,16/01/2018,5.9065,+41 18 02.2
605,M31NovaeField,31028009,00 43 10.94,41 18 04.2,2016-07-29T15:14:58,2016-08-08T00:00:00,3984.098,3980.633,4003,09/08/2016,5.3538,+41 18 04.2
606,M31OpticalNovae,30975003,00 43 07.50,41 18 06.8,2007-08-04T22:51:01,2015-07-19T00:00:00,1476.793,1474.572,1492,15/08/2007,4.7747,+41 18 06.8
607,M31_1,35336098,00 42 44.41,41 18 07.0,2013-02-24T06:41:22,2017-11-04T00:00:00,1000.403,998.601,1012,07/03/2013,1.972,+41 18 07.0
608,M31_1,35336173,00 42 42.46,41 18 10.8,2017-03-05T05:51:51,2017-03-15T00:00:00,273.03,273.109,0,16/03/2017,2.067,+41 18 10.8
609,M31_N3,37712002,00 41 33.70,41 18 19.5,2008-07-20T11:02:01,2015-10-14T00:00:00,4069.034,4019.756,4162,31/07/2008,13.4493,+41 18 19.5
610,M31_MOS001,80007007,00 43 13.81,41 18 21.7,2018-01-24T11:22:57,2018-02-03T00:00:00,1048.035,1047.046,1054,04/02/2018,5.9628,+41 18 21.7
611,M31OpticalNovae,30975005,00 42 58.0,41 18 26.0,2007-08-10T12:25:00,2015-07-19T00:00:00,724.45,722.16,758,21/08/2007,3.4369,+41 18 26.0
612,CXOM31J004257+412005,31851001,00 42 46.9,41 18 27.7,2010-10-27T13:21:59,2016-08-17T00:00:00,2900.933,3775.984,3845,07/11/2010,2.3411,+41 18 27.7
613,M31_1,35336174,00 42 30.54,41 18 28.5,2017-03-08T00:27:56,2017-03-18T00:00:00,1437.901,1435.901,1465,19/03/2017,3.4869,+41 18 28.5
614,M31center,31283033,00 42 43.48,41 18 30.0,2015-02-18T06:35:22,2015-02-28T00:00:00,2569.015,2568.662,2590,01/03/2015,2.3617,+41 18 30.0
615,M31N2008/08b,31255026,00 42 44.76,41 18 34.2,2020-02-15T09:32:34,2020-02-25T00:00:00,1697.574,1696.455,1704,26/02/2020,2.4267,+41 18 34.2
616,CXOM31J004257+412005,31851002,00 42 54.34,41 18 35.5,2010-11-03T00:57:00,2016-08-18T00:00:00,4815.339,4809.547,4883,14/11/2010,3.084,+41 18 35.5
617,M31_1,35336087,00 42 42.21,41 18 37.6,2013-01-11T01:06:58,2017-11-03T00:00:00,1985.78,1984.524,0,22/01/2013,2.515,+41 18 37.6
