Row,name,obsid,ra,dec,start_time,processing_date,xrt_exposure,uvot_exposure,bat_exposure,archive_date,_offset,"""dec2"""
182,M31Center,32702050,00 42 56.64,41 13 30.6,2014-02-07T00:06:59,2018-01-31T00:00:00,3718.823,3711.607,3758,18/02/2014,3.5038,+41 13 30.6
183,M31_1,35336029,00 42 46.58,41 13 33.2,2010-08-11T16:11:00,2016-08-04T00:00:00,2910.322,2904.736,2979,22/08/2010,2.6245,+41 13 33.2
184,M31,10686012,00 41 45.97,41 13 36.5,2019-08-01T17:31:36,2019-08-11T00:00:00,987.872,986.806,994,12/08/2019,11.2625,+41 13 36.5
185,M31,10686015,00 41 36.33,41 13 37.6,2019-11-01T07:03:34,2019-11-11T00:00:00,1683.199,1683.623,1690,12/11/2019,13.0302,+41 13 37.6
186,M 31,32159021,00 42 59.39,41 13 38.3,2021-07-07T07:46:35,2021-07-17T00:00:00,781.19,753.847,796,18/07/2021,3.7776,+41 13 38.3
187,M31_1,35336055,00 42 45.29,41 13 38.7,2012-06-17T03:13:00,2017-04-26T00:00:00,2091.076,2090.021,2104,28/06/2012,2.5046,+41 13 38.7
188,M31_Bulge,88208016,00 42 54.88,41 13 39.0,2019-08-06T01:14:34,2019-08-16T00:00:00,970.661,963.868,993,17/08/2019,3.1841,+41 13 39.0
189,M31_1,35336184,00 42 31.70,41 13 39.5,2017-08-23T07:11:58,2017-09-02T00:00:00,1070.133,1062.018,1032,03/09/2017,3.4399,+41 13 39.5
190,M31_1,35336074,00 42 46.43,41 13 41.2,2012-11-20T08:37:59,2017-06-28T00:00:00,1906.18,1904.999,1919,01/12/2012,2.488,+41 13 41.2
191,M31center,31283013,00 42 43.28,41 13 41.7,2014-10-29T12:57:59,2018-03-15T00:00:00,3372.318,3369.211,3383,09/11/2014,2.4568,+41 13 41.7
192,M31_1,35336041,00 42 32.62,41 13 43.7,2011-10-29T07:36:00,2016-10-13T00:00:00,2394.383,2391.938,1983,09/11/2011,3.2707,+41 13 43.7
193,M31_S4,37726002,00 44 00.77,41 13 44.0,2008-07-22T01:39:01,2015-10-14T00:00:00,4779.551,4794.995,4935,02/08/2008,14.5653,+41 13 44.0
194,M31_1,35336039,00 42 30.8,41 13 45.7,2011-10-16T11:35:00,2016-10-13T00:00:00,2126.467,2115.783,2169,27/10/2011,3.5872,+41 13 45.7
195,M31,10686013,00 41 29.77,41 13 46.3,2019-09-01T03:14:36,2019-09-11T00:00:00,1622.228,1619.323,1627,12/09/2019,14.2179,+41 13 46.3
196,M 31,32159008,00 42 38.35,41 13 48.5,2019-07-11T16:20:37,2019-07-21T00:00:00,1985.709,59.876,2001,22/07/2019,2.5933,+41 13 48.5
197,M31_1,35336160,00 42 44.18,41 13 49.3,2016-10-11T12:46:59,2016-10-21T00:00:00,2136.214,2134.153,2149,22/10/2016,2.3224,+41 13 49.3
198,M 31,32159022,00 42 42.44,41 13 51.5,2021-07-16T14:58:36,2021-07-26T00:00:00,1368.928,633.256,1382,27/07/2021,2.3141,+41 13 51.5
199,M31_1,35336136,00 42 29.59,41 13 51.5,2015-11-01T20:19:58,2015-11-11T00:00:00,1823.104,1821.745,1837,12/11/2015,3.5946,+41 13 51.5
200,M 31,32159013,00 42 51.74,41 13 52.0,2019-07-24T04:04:35,2019-08-03T00:00:00,2050.047,2047.643,2070,04/08/2019,2.6674,+41 13 52.0
201,M31center,31283010,00 42 39.35,41 13 52.4,2014-10-17T13:40:59,2018-03-14T00:00:00,1323.813,1316.382,1352,28/10/2014,2.4573,+41 13 52.4
202,M31_1,35336226,00 42 36.58,41 13 53.5,2018-10-21T23:24:57,2018-10-31T00:00:00,1843.671,1841.714,1856,01/11/2018,2.6849,+41 13 53.5
203,M31,10686025,00 41 29.92,41 13 54.8,2022-09-07T18:41:32,2022-09-17T00:00:00,541.571,3.211,549,18/09/2022,14.167,+41 13 54.8
204,M31center,31283011,00 42 42.46,41 13 55.0,2014-10-21T08:23:59,2018-03-15T00:00:00,3475.146,2541.874,3500,01/11/2014,2.2554,+41 13 55.0
205,M31_1,35336117,00 42 55.9,41 13 55.9,2013-08-28T06:42:00,2017-11-20T00:00:00,2314.484,2308.859,2350,08/09/2013,2.9949,+41 13 55.9
206,M31_1,35336025,00 42 34.27,41 13 57.0,2010-07-21T23:58:59,2016-08-03T00:00:00,3916.642,4109.288,4215,01/08/2010,2.8978,+41 13 57.0
207,M31Center,32702006,00 43 03.22,41 13 58.5,2013-02-13T07:16:59,2017-11-04T00:00:00,2572.489,2568.254,2582,24/02/2013,4.1574,+41 13 58.5
208,M31center,31283014,00 42 28.49,41 13 59.7,2014-11-02T18:08:17,2018-03-15T00:00:00,3179.336,3178.165,3208,13/11/2014,3.6745,+41 13 59.7
209,M31,10686026,00 41 37.88,41 13 59.9,2022-09-23T04:03:34,2022-10-03T00:00:00,1955.688,1954.835,1969,04/10/2022,12.6768,+41 13 59.9
210,M31center,31283015,00 42 27.41,41 14 00.0,2014-11-06T17:48:50,2018-03-15T00:00:00,1746.103,1745.275,1767,17/11/2014,3.8376,+41 14 00.0
211,M31_Bulge,88208012,00 42 57.47,41 14 01.3,2019-06-18T14:03:06,2019-06-28T00:00:00,1479.407,1472.95,1495,29/06/2019,3.2536,+41 14 01.3
212,M31N2007-07c,30972001,00 43 02.76,41 14 02.6,2007-07-24T04:19:00,2015-07-17T00:00:00,942.738,964.696,982,04/08/2007,4.0486,+41 14 02.6
213,M31_1,35336138,00 42 25.75,41 14 03.0,2015-12-04T16:23:58,2015-12-14T00:00:00,1811.952,1810.557,1833,15/12/2015,4.0742,+41 14 03.0
214,M31_1,35336040,00 42 34.60,41 14 04.7,2011-10-21T05:07:00,2016-10-13T00:00:00,3790.614,3784.379,3814,01/11/2011,2.7621,+41 14 04.7
215,M31_1,35336053,00 42 46.88,41 14 08.3,2012-06-01T18:24:00,2017-04-25T00:00:00,4011.662,4008.304,4031,12/06/2012,2.0617,+41 14 08.3
216,M31_1,35336109,00 42 46.8,41 14 09.1,2013-06-28T02:36:59,2017-11-13T00:00:00,4001.639,3997.8,4022,09/07/2013,2.019,+41 14 09.1
217,M 31,32159009,00 43 04.96,41 14 09.6,2019-07-13T05:04:34,2019-07-23T00:00:00,2010.5,2007.638,2023,24/07/2019,4.3515,+41 14 09.6
218,M31center,31283016,00 42 44.36,41 14 12.2,2014-11-10T14:14:59,2018-03-16T00:00:00,3923.92,3919.444,3942,21/11/2014,1.9409,+41 14 12.2
219,M31_1,35336188,00 42 30.77,41 14 12.6,2017-10-18T00:56:57,2017-10-28T00:00:00,1994.78,1992.28,2006,29/10/2017,3.203,+41 14 12.6
220,M31_1,35336191,00 42 28.16,41 14 13.4,2017-12-03T12:53:57,2017-12-13T00:00:00,2109.359,2105.556,2128,14/12/2017,3.5987,+41 14 13.4
221,M31N2009-10b,31518006,00 42 07.27,41 14 13.6,2009-11-03T13:56:00,2016-04-26T00:00:00,1183.06,1183.987,1200,14/11/2009,7.2286,+41 14 13.6
222,M31_1,35336123,00 42 46.6,41 14 14.1,2015-06-10T01:15:50,2015-06-20T00:00:00,541.568,540.183,548,21/06/2015,1.9354,+41 14 14.1
223,M31_1,35336034,00 42 53.35,41 14 14.3,2010-09-05T10:29:00,2016-08-05T00:00:00,1078.132,1076.78,1096,16/09/2010,2.5482,+41 14 14.3
224,M31_1,35336216,00 42 49.47,41 14 14.3,2018-06-25T15:23:57,2018-07-05T00:00:00,2439.585,2436.885,2452,06/07/2018,2.1348,+41 14 14.3
225,M31,13977020,00 42 47.29,41 14 16.0,2021-11-24T07:18:35,2021-12-04T00:00:00,1441.71,1439.344,1448,05/12/2021,1.956,+41 14 16.0
226,M31_1,35336102,00 42 46.25,41 14 21.5,2013-05-27T03:27:59,2017-11-11T00:00:00,3991.606,3986.9,4008,07/06/2013,1.8215,+41 14 21.5
227,M31_1,35336115,00 42 48.46,41 14 21.5,2013-08-15T01:25:59,2017-11-19T00:00:00,3538.218,3329.382,3588,26/08/2013,1.9451,+41 14 21.5
228,M31N2009-10b,31518018,00 42 25.63,41 14 21.6,2016-08-26T07:06:58,2016-09-05T00:00:00,2012.064,2003.501,2049,06/09/2016,3.9452,+41 14 21.6
229,M31,10686014,00 41 38.25,41 14 22.7,2019-10-01T21:20:35,2019-10-11T00:00:00,127.864,127.21,134,12/10/2019,12.5474,+41 14 22.7
230,M 31,32159019,00 43 07.64,41 14 22.9,2021-06-18T05:03:34,2021-06-28T00:00:00,1942.157,1869.717,1956,29/06/2021,4.7188,+41 14 22.9
231,M31Center,32702052,00 42 54.5,41 14 23.5,2014-02-15T00:16:59,2018-02-01T00:00:00,2778.929,2828.763,2865,26/02/2014,2.5284,+41 14 23.5
232,M31_1,35336064,00 42 46.66,41 14 23.9,2012-08-12T11:28:58,2017-05-05T00:00:00,1563.992,1562.603,1584,23/08/2012,1.7988,+41 14 23.9
233,M31Center,32702046,00 43 05.20,41 14 25.7,2014-01-05T05:55:58,2018-01-30T00:00:00,3498.866,3454.396,3531,16/01/2014,4.2776,+41 14 25.7
234,M31,13977016,00 42 18.15,41 14 26.2,2021-09-29T03:57:35,2021-10-09T00:00:00,2186.402,1339.738,2216,10/10/2021,5.2115,+41 14 26.2
235,M31_Field_AX14,81749001,00 43 30.43,41 14 26.7,2015-06-27T09:47:57,2015-07-07T00:00:00,1820.173,1795.475,1842,08/07/2015,8.8263,+41 14 26.7
236,M31Center,32702049,00 43 02.99,41 14 26.9,2014-02-04T05:16:59,2018-01-31T00:00:00,3627.451,3623.586,3653,15/02/2014,3.8914,+41 14 26.9
237,M31_1,35336159,00 42 39.70,41 14 27.1,2016-09-28T23:16:58,2016-10-08T00:00:00,1053.062,1051.294,1059,09/10/2016,1.9046,+41 14 27.1
238,M31,13977009,00 42 45.32,41 14 28.6,2021-06-23T18:59:35,2021-07-03T00:00:00,2128.688,2125.602,2141,04/07/2021,1.6765,+41 14 28.6
239,M31_1,35336070,00 42 37.97,41 14 29.1,2012-09-21T11:40:59,2017-05-08T00:00:00,2135.584,2133.612,2148,02/10/2012,2.0473,+41 14 29.1
240,M31_1,35336043,00 42 34.22,41 14 30.6,2011-11-14T03:46:00,2016-10-14T00:00:00,4041.194,4035.71,4068,25/11/2011,2.5082,+41 14 30.6
241,M31center,31283022,00 42 28.14,41 14 31.6,2014-12-08T04:14:58,2018-03-18T00:00:00,2755.505,2757.193,2779,19/12/2014,3.4491,+41 14 31.6
242,M31_1,35336128,00 42 52.14,41 14 31.8,2015-08-21T08:18:58,2015-08-31T00:00:00,551.684,550.653,558,01/09/2015,2.1789,+41 14 31.8
243,M 31,32159011,00 43 10.0,41 14 32.7,2019-07-17T01:27:35,2019-07-27T00:00:00,2303.107,2296.215,2333,28/07/2019,5.0793,+41 14 32.7
244,false trigger (star tracker),431763000,00 42 48.71,41 14 33.1,2010-08-15T22:40:14,2016-08-04T00:00:00,0,0,698.169,26/08/2010,1.7913,+41 14 33.1
245,M31_1,35336065,00 42 32.85,41 14 33.8,2012-08-20T21:24:59,2017-05-05T00:00:00,2083.159,2081.923,2095,31/08/2012,2.6778,+41 14 33.8
246,M31NovaeField,31028013,00 42 48.42,41 14 34.5,2016-08-10T18:58:58,2016-08-20T00:00:00,283.197,16.097,288,21/08/2016,1.7449,+41 14 34.5
247,M31_1,35336072,00 42 36.72,41 14 34.8,2012-10-07T15:38:59,2017-06-26T00:00:00,2045.321,2041.763,2057,18/10/2012,2.1222,+41 14 34.8
248,M31_1,35336187,00 42 27.19,41 14 35.7,2017-10-04T14:58:57,2017-10-14T00:00:00,1712.483,1710.897,1725,15/10/2017,3.5775,+41 14 35.7
249,M31N-2019-09a,11555003,00 42 30.71,41 14 36.8,2019-09-16T00:31:34,2019-09-26T00:00:00,1441.686,1402.041,1798,27/09/2019,2.9861,+41 14 36.8
250,M31center,31283005,00 42 37.26,41 14 37.1,2008-12-11T00:33:00,2015-11-26T00:00:00,336.107,322.007,370,22/12/2008,2.0254,+41 14 37.1
251,M31Center,32702060,00 43 14.27,41 14 37.2,2014-06-26T23:58:59,2018-02-20T00:00:00,3592.934,3757.702,3780,07/07/2014,5.8258,+41 14 37.2
252,M31_1,35336049,00 42 34.25,41 14 37.6,2011-12-16T09:47:00,2016-10-17T00:00:00,489.001,486.475,502,27/12/2011,2.4309,+41 14 37.6
253,M31,10686002,00 41 40.17,41 14 37.9,2018-06-26T12:08:29,2018-07-06T00:00:00,1189.159,1147.644,1202,07/07/2018,12.1558,+41 14 37.9
254,M31center,31283046,00 42 24.4,41 14 38.2,2021-01-06T18:57:34,2021-01-16T00:00:00,2020.882,2007.098,2032,17/01/2021,4.1043,+41 14 38.2
255,M31Center,32702061,00 43 18.69,41 14 38.9,2014-07-05T16:02:59,2018-02-27T00:00:00,3970.246,3968.564,3990,16/07/2014,6.6242,+41 14 38.9
256,M31_1,35336213,00 42 44.54,41 14 42.0,2018-06-22T13:54:57,2018-07-02T00:00:00,1578.01,1578.237,1513,03/07/2018,1.4445,+41 14 42.0
257,M31_1,35336079,00 42 35.41,41 14 46.3,2012-12-10T04:53:45,2017-06-29T00:00:00,320.927,319.017,326,21/12/2012,2.1691,+41 14 46.3
258,M31_Bulge,88208015,00 43 04.39,41 14 46.3,2019-07-23T00:42:34,2019-08-02T00:00:00,1536.958,1531.579,1554,03/08/2019,4.0083,+41 14 46.3
259,M31Center,32702017,00 43 06.35,41 14 46.6,2013-02-23T23:58:59,2017-11-04T00:00:00,2273.357,2454.847,2470,06/03/2013,4.3553,+41 14 46.6
260,M31N-2019-09a,11555002,00 42 30.65,41 14 47.0,2019-09-12T07:15:35,2019-09-22T00:00:00,1483.563,1474.803,380,23/09/2019,2.9125,+41 14 47.0
261,M31_1,35336119,00 42 31.87,41 14 47.8,2013-09-08T06:29:59,2017-11-20T00:00:00,2331.779,2328.178,2343,19/09/2013,2.7054,+41 14 47.8
262,M31_1,35336068,00 42 45.46,41 14 48.2,2012-09-05T12:51:59,2017-05-07T00:00:00,1589.754,1586.721,1601,16/09/2012,1.3564,+41 14 48.2
263,M31,13977013,00 42 46.72,41 14 48.8,2021-08-18T00:06:35,2021-08-28T00:00:00,2055.051,2054.693,0,29/08/2021,1.4029,+41 14 48.8
264,M31N2006-11c,33653002,00 41 24.3,41 14 50.4,2015-03-04T01:00:59,2015-03-14T00:00:00,5409.941,5405.7,5434,15/03/2015,15.1509,+41 14 50.4
265,M31,10686028,00 41 31.72,41 14 50.7,2022-11-04T07:33:35,2022-11-14T00:00:00,1805.254,1802.426,1817,15/11/2022,13.7106,+41 14 50.7
266,M31_1,35336130,00 42 47.74,41 14 51.0,2015-08-30T19:12:58,2015-09-09T00:00:00,506.467,505.098,512,10/09/2015,1.4418,+41 14 51.0
267,M31center,31283045,00 42 28.22,41 14 51.4,2020-12-30T13:18:36,2021-01-09T00:00:00,757.203,756.251,764,10/01/2021,3.2938,+41 14 51.4
268,M31_1,35336110,00 42 49.17,41 14 52.7,2013-07-06T04:51:58,2017-11-17T00:00:00,3940.777,3824.506,3935,17/07/2013,1.5566,+41 14 52.7
269,M31_1,35336103,00 42 55.26,41 14 53.0,2013-05-28T23:02:34,2017-11-11T00:00:00,1968.218,1987.912,2004,08/06/2013,2.4066,+41 14 53.0
270,M31_1,35336183,00 42 53.22,41 14 53.2,2017-08-09T11:45:57,2017-08-19T00:00:00,1185.939,1183.733,1200,20/08/2017,2.0883,+41 14 53.2
271,M31_1,35336056,00 42 46.68,41 14 53.4,2012-06-25T00:40:00,2017-04-26T00:00:00,2062.486,2058.334,2080,06/07/2012,1.328,+41 14 53.4
272,M31_1,35336075,00 42 33.9,41 14 54.1,2012-11-24T06:48:58,2017-06-29T00:00:00,2076.043,2071.298,2086,05/12/2012,2.453,+41 14 54.1
273,M31_1,35336111,00 42 32.43,41 14 54.4,2013-07-14T00:03:59,2017-11-17T00:00:00,3767.204,2361.828,3829,25/07/2013,2.5585,+41 14 54.4
274,M31_1,35336180,00 42 49.9,41 14 54.6,2017-07-07T00:12:57,2017-07-17T00:00:00,1820.152,1927.032,1949,18/07/2017,1.5222,+41 14 54.6
275,M31,10686030,00 41 19.40,41 14 54.6,2022-12-16T12:58:36,2022-12-26T00:00:00,85.239,83.563,91,27/12/2022,16.0126,+41 14 54.6
276,M31Center,32702048,00 43 05.65,41 14 55.5,2014-01-21T01:19:59,2018-01-31T00:00:00,3928.344,3921.066,3965,01/02/2014,4.1847,+41 14 55.5
277,M31_1,35336203,00 42 44.63,41 14 57.4,2018-06-12T08:14:57,2018-06-22T00:00:00,1937.298,1933,1963,23/06/2018,1.1886,+41 14 57.4
278,M31_1,35336137,00 42 36.43,41 14 57.7,2015-11-20T21:52:58,2015-11-30T00:00:00,1806.343,1804.93,1819,01/12/2015,1.9002,+41 14 57.7
279,M31_1,35336120,00 42 39.93,41 14 58.7,2013-09-11T00:18:58,2017-11-20T00:00:00,1692.423,1690.938,1699,22/09/2013,1.4318,+41 14 58.7
280,M31_1,35336073,00 42 31.41,41 14 59.0,2012-11-16T14:35:59,2017-06-28T00:00:00,2113.671,2112.362,2126,27/11/2012,2.6943,+41 14 59.0
281,M31_1,35336124,00 42 49.45,41 14 59.5,2015-06-24T00:28:59,2015-07-04T00:00:00,1663.23,1659.98,1682,05/07/2015,1.4993,+41 14 59.5
282,M 31,32159020,00 43 05.0,41 15 00.0,2021-07-01T18:26:36,2021-07-11T00:00:00,2754.093,2703.528,2783,12/07/2021,4.0461,+41 15 00.0
283,M31N2009-10b,31518008,00 42 12.5,41 15 00.4,2009-11-09T21:13:37,2016-04-26T00:00:00,1268.435,1266.988,1301,20/11/2009,6.1758,+41 15 00.4
284,M31_1,35336129,00 42 49.30,41 15 03.2,2015-08-26T17:36:31,2015-09-05T00:00:00,1348.171,1346.899,1369,06/09/2015,1.433,+41 15 03.2
285,M31_1,35336179,00 42 51.50,41 15 04.0,2017-06-23T15:50:57,2017-07-03T00:00:00,1944.102,1941.22,1964,04/07/2017,1.722,+41 15 04.0
286,M31,10686004,00 41 41.44,41 15 04.6,2018-08-26T11:16:56,2018-09-05T00:00:00,1969.63,1968.262,1982,06/09/2018,11.8714,+41 15 04.6
287,M31Center,32702026,00 43 07.86,41 15 05.1,2013-03-05T04:59:59,2017-11-04T00:00:00,2740.471,2735.591,2751,16/03/2013,4.5441,+41 15 05.1
288,M31N2008/08b,31255014,00 43 10.38,41 15 05.2,2010-06-12T00:52:59,2016-07-15T00:00:00,3970.381,4227.771,4281,23/06/2010,5.0055,+41 15 05.2
289,M31_1,35336209,00 42 48.64,41 15 05.2,2018-06-16T23:58:57,2018-06-27T00:00:00,2188.854,2336.739,2352,27/06/2018,1.3295,+41 15 05.2
290,M31_1,35336166,00 42 25.89,41 15 05.3,2016-12-09T04:53:58,2016-12-19T00:00:00,1373.008,1372.186,1379,20/12/2016,3.626,+41 15 05.3
291,M31_1,35336217,00 42 49.61,41 15 05.4,2018-06-25T01:14:58,2018-07-05T00:00:00,1496.853,1493.537,1508,06/07/2018,1.4438,+41 15 05.4
292,M31center,31283021,00 42 38.94,41 15 06.6,2014-11-30T09:04:59,2018-03-18T00:00:00,3930.617,3926.086,3956,11/12/2014,1.4498,+41 15 06.6
293,M31_1,35336208,00 42 46.74,41 15 06.8,2018-06-16T21:02:58,2018-06-26T00:00:00,501.453,499.085,507,27/06/2018,1.1249,+41 15 06.8
294,M31,10686011,00 41 47.21,41 15 07.6,2019-07-01T20:26:34,2019-07-11T00:00:00,1796.766,1792.563,1816,12/07/2019,10.7858,+41 15 07.6
295,M31center,31283006,00 42 33.35,41 15 07.8,2008-12-12T00:39:01,2015-11-26T00:00:00,431.26,415.72,464,23/12/2008,2.3015,+41 15 07.8
296,M31center,31283042,00 42 27.6,41 15 08.5,2020-12-09T00:52:34,2020-12-19T00:00:00,1589.489,1586.876,1602,20/12/2020,3.3999,+41 15 08.5
297,M31NovaeField,31028011,00 43 10.88,41 15 08.6,2016-08-06T13:16:58,2016-08-16T00:00:00,2323.252,2314.971,2352,17/08/2016,5.085,+41 15 08.6
298,M31_1,35336026,00 42 50.12,41 15 08.9,2010-07-26T16:34:26,2016-08-04T00:00:00,2535.941,2532.077,2622,06/08/2010,1.4719,+41 15 08.9
299,M31_1,35336118,00 42 46.64,41 15 09.3,2013-08-31T01:45:58,2017-11-20T00:00:00,3880.245,3858.366,3918,11/09/2013,1.0794,+41 15 09.3
300,M31_Bulge,88208011,00 42 47.25,41 15 10.3,2019-06-13T16:05:10,2019-06-23T00:00:00,255.735,255.39,262,24/06/2019,1.1144,+41 15 10.3
301,M31_1,35336152,00 42 46.64,41 15 10.7,2016-07-04T23:48:58,2016-07-14T00:00:00,1816.974,1796.071,1842,15/07/2016,1.0564,+41 15 10.7
302,M31_1,35336126,00 42 45.12,41 15 10.7,2015-07-22T18:23:57,2015-08-01T00:00:00,1877.942,1874.537,1897,02/08/2015,0.9757,+41 15 10.7
303,M31Center,32702007,00 43 10.44,41 15 10.9,2013-02-14T07:39:59,2017-11-04T00:00:00,2511.595,2502.156,2548,25/02/2013,4.9965,+41 15 10.9
304,M31_1,35336178,00 43 01.41,41 15 11.1,2017-06-14T14:54:57,2017-06-24T00:00:00,1616.573,1612.913,1634,25/06/2017,3.3455,+41 15 11.1
305,M31Center,32702016,00 43 01.12,41 15 11.3,2013-02-23T01:15:59,2017-11-04T00:00:00,2511.693,2554,2569,06/03/2013,3.2939,+41 15 11.3
306,M31center,31283009,00 42 36.84,41 15 11.3,2008-12-15T04:05:42,2015-11-26T00:00:00,995.396,988.924,1012,26/12/2008,1.7045,+41 15 11.3
307,M31_1,35336009,00 42 49.85,41 15 11.9,2009-06-20T19:07:00,2016-02-19T00:00:00,2073.799,2075.48,2113,01/07/2009,1.4009,+41 15 11.9
308,M31_1,35336024,00 42 53.69,41 15 12.4,2010-07-18T01:11:00,2016-08-03T00:00:00,4298.685,4294.365,4381,29/07/2010,1.9902,+41 15 12.4
309,M31N2009-10b,31518009,00 42 10.59,41 15 13.8,2009-11-12T00:31:59,2016-04-26T00:00:00,1787.697,1784.531,1819,23/11/2009,6.4098,+41 15 13.8
310,M31_1,35336133,00 42 32.1,41 15 14.7,2015-09-30T07:28:57,2015-10-10T00:00:00,2068.518,2067.128,2082,11/10/2015,2.4871,+41 15 14.7
311,M31center,31283040,00 42 36.23,41 15 15.2,2020-11-11T13:36:35,2020-11-21T00:00:00,1817.306,1816.548,1831,22/11/2020,1.7669,+41 15 15.2
312,M31_1,35336167,00 42 32.68,41 15 15.7,2016-12-25T11:15:39,2017-01-04T00:00:00,1951.484,1948.932,1964,05/01/2017,2.3636,+41 15 15.7
313,M31_1,35336176,00 42 46.47,41 15 16.3,2017-06-09T03:56:57,2017-06-19T00:00:00,386.115,385.027,393,20/06/2017,0.9596,+41 15 16.3
314,M31_1,35336016,00 42 35.72,41 15 16.5,2009-12-23T01:09:00,2016-05-02T00:00:00,4914.307,4909.198,4980,03/01/2010,1.8408,+41 15 16.5
315,M31_1,35336017,00 42 34.68,41 15 16.9,2009-12-24T01:04:00,2016-05-02T00:00:00,5055.555,5049.735,5120,04/01/2010,2.0118,+41 15 16.9
316,M31N2009-10b,31518004,00 42 14.42,41 15 17.4,2009-10-28T06:59:00,2016-04-26T00:00:00,1642.286,1640.871,1058,08/11/2009,5.6892,+41 15 17.4
317,M31_1,35336149,00 42 45.66,41 15 18.5,2016-06-10T04:33:36,2016-06-20T00:00:00,73.198,73.336,80,21/06/2016,0.8716,+41 15 18.5
318,M31_1,35336050,00 42 35.48,41 15 18.8,2011-12-24T00:29:00,2016-10-18T00:00:00,4289.687,4283.035,4312,04/01/2012,1.8621,+41 15 18.8
319,M31center,31283007,00 42 35.44,41 15 20.2,2008-12-13T05:30:55,2015-11-26T00:00:00,995.396,987.833,1012,24/12/2008,1.8594,+41 15 20.2
320,M31_1,35336171,00 42 28.93,41 15 20.2,2017-02-04T23:58:57,2017-02-15T00:00:00,2195.069,2293.38,2308,15/02/2017,3.0087,+41 15 20.2
321,M31_1,35336185,00 42 44.0,41 15 20.3,2017-09-06T04:35:57,2017-09-16T00:00:00,1985.302,1981.402,1997,17/09/2017,0.808,+41 15 20.3
322,M31_1,35336186,00 42 47.27,41 15 20.4,2017-09-20T06:11:57,2017-09-30T00:00:00,1998.315,1994.509,2010,01/10/2017,0.9732,+41 15 20.4
323,M31,10686031,00 41 24.12,41 15 21.5,2022-12-21T10:29:36,2022-12-31T00:00:00,2102.824,2100.16,2114,01/01/2023,15.0968,+41 15 21.5
324,M31_1,35336116,00 42 33.53,41 15 21.7,2013-08-23T16:03:12,2017-11-19T00:00:00,1331.417,1326.013,1350,03/09/2013,2.178,+41 15 21.7
325,M31_1,35336157,00 42 42.36,41 15 21.8,2016-09-13T08:44:44,2016-09-23T00:00:00,1522.212,1519.785,1542,24/09/2016,0.8664,+41 15 21.8
326,M31N2008/08b,31255016,00 43 05.48,41 15 21.8,2010-06-18T01:25:00,2016-07-16T00:00:00,4039.413,4037.761,4091,29/06/2010,4.0461,+41 15 21.8
327,M31,10686029,00 41 26.87,41 15 22.3,2022-11-25T13:55:38,2022-12-05T00:00:00,1634.763,1642.504,1651,06/12/2022,14.581,+41 15 22.3
328,M31_1,35336125,00 42 47.55,41 15 22.8,2015-07-08T06:17:57,2015-07-18T00:00:00,1871.606,1830.472,1886,19/07/2015,0.9723,+41 15 22.8
329,M31OpticalNovae,30975002,00 42 39.46,41 15 23.1,2007-08-01T16:07:01,2015-07-19T00:00:00,1607.175,1604.76,1622,12/08/2007,1.192,+41 15 23.1
330,M31_1,35336022,00 42 53.83,41 15 23.1,2010-07-09T22:52:00,2016-08-03T00:00:00,4394.379,4438.964,4544,20/07/2010,1.9361,+41 15 23.1
331,M31_1,35336045,00 42 43.26,41 15 23.8,2011-11-27T17:44:59,2016-10-15T00:00:00,4328.227,4325.632,4347,08/12/2011,0.7743,+41 15 23.8
332,M 31,32159016,00 42 57.57,41 15 23.9,2019-08-10T18:13:35,2019-08-20T00:00:00,1654.817,1652.709,1661,21/08/2019,2.5945,+41 15 23.9
333,M31Center,32702015,00 43 07.68,41 15 24.0,2013-02-22T01:38:59,2017-11-04T00:00:00,2490.415,2488.122,2510,05/03/2013,4.4472,+41 15 24.0
334,M31N2008/08b,31255018,00 42 45.85,41 15 24.6,2010-06-24T00:31:00,2016-07-16T00:00:00,4400.549,4401.936,4489,05/07/2010,0.7867,+41 15 24.6
335,M31,13977008,00 42 37.84,41 15 25.0,2021-06-16T00:44:35,2021-06-26T00:00:00,1702.589,1695.241,1726,27/06/2021,1.4242,+41 15 25.0
336,M31_1,35336021,00 42 48.66,41 15 25.5,2010-07-07T01:34:59,2016-08-03T00:00:00,3925.123,3876.847,3992,18/07/2010,1.0827,+41 15 25.5
337,M31_1,35336032,00 42 49.56,41 15 25.6,2010-08-27T01:33:59,2016-08-05T00:00:00,4187.167,4091.734,4330,07/09/2010,1.2134,+41 15 25.6
338,M31_1,35336069,00 42 35.86,41 15 25.6,2012-09-13T03:49:59,2017-05-08T00:00:00,2661.942,2657.643,2695,24/09/2012,1.7499,+41 15 25.6
339,M31Center,32702019,00 43 08.59,41 15 26.4,2013-02-25T23:58:59,2017-11-04T00:00:00,1992.352,2172.04,2203,08/03/2013,4.6089,+41 15 26.4
340,M31_1,35336059,00 42 49.5,41 15 27.2,2012-07-11T04:58:02,2017-05-02T00:00:00,107.804,84.159,114,22/07/2012,1.1217,+41 15 27.2
341,M31N2008/08b,31255004,00 42 59.32,41 15 27.2,2008-09-06T14:11:00,2015-10-19T00:00:00,4889.2,4829.596,4972,17/09/2008,2.8966,+41 15 27.2
